0,1,2
8.711195127389592,-24.292112995517446,0.1
-35.38939692806069,18.82706824345114,0.1
-27.270852490874542,41.94425344643259,0.1
-27.797355543451218,15.291876407795701,0.1
-45.40810448347749,-12.758604464953216,0.1
5.942246722340549,-33.855559791206794,0.1
-31.693841489481798,23.751798520855893,0.1
14.552063412572524,9.585801504987245,0.1
40.53272763299704,-1.8606035525671527,0.1
33.56758981552197,2.46657035618586,0.1
5.939697709776082,46.042193847539934,0.1
14.981361169105977,-40.60952417114614,0.1
14.42601521519169,-35.45529343395266,0.1
40.00313850213794,24.066129672333357,0.1
-20.022078730464553,-43.89075144715985,0.1
42.32955098999053,-14.593505528715411,0.1
-12.031697270593089,37.960830413530914,0.1
-42.98752098740998,-21.032648529699614,0.1
-0.4561715804820232,23.80484102603092,0.1
49.35097498271477,-14.66956906491027,0.1
-36.95504127329707,27.395412448119018,0.1
-15.29959773076145,47.04676535426249,0.1
20.765388534905494,23.81577571496414,0.1
37.838617364832714,-46.16172991319414,0.1
12.323308511664665,7.0811269222328725,0.1
-29.523627533218267,42.33065251306382,0.1
-45.66743864085111,27.442333696886635,0.1
34.32809288843468,29.68575114057557,0.1
32.07936017299146,29.308524178792904,0.1
4.5436790818720425,47.46813664108104,0.1
16.745959285488855,38.77275963232009,0.1
46.063617564478896,43.9377176982942,0.1
20.1756753159131,-45.549953490550244,0.1
42.513442589241535,16.124164150603814,0.1
-23.58392849077344,23.718724922913403,0.1
20.260146211057204,-6.162236385571884,0.1
24.088084414393983,2.4653360139765823,0.1
29.9752103344597,25.326746954787115,0.1
-14.426754346014425,-15.103684740293266,0.1
-11.14257790058656,-49.34560175156396,0.1
3.1522369712061016,-18.293261500122824,0.1
-42.00526311415177,18.66600290125483,0.1
36.48858203391118,-40.17006130484314,0.1
-12.060335492863395,-27.689251893766865,0.1
-4.721517056481861,-46.13194158105102,0.1
20.56871553625985,-3.903940035029385,0.1
46.67665613903835,22.886114083793796,0.1
-42.00482950023255,-38.395470110701034,0.1
33.92214119804107,2.461392087723102,0.1
6.301880999696485,7.443355195645607,0.1
1.3493293776893345,-14.334170444999462,0.1
25.968612181607586,19.747342143545243,0.1
37.2161518416908,-39.95314600152092,0.1
12.0360152040902,16.747519977856463,0.1
